,model,weight_g,weight_oz,OS,internal_memory,audio_jack,GPS,battery_mah,display_resolution_inches,screen_to_body_ratio_%,length_mm,width_mm,thickness_mm,GPU_new,brand_idx,GPS_new,primary_cam_MP,secondary_cam_MP,gprs,edge,sim,ppi,memory_card,battery_removable,indian_price,ram
7280,Xperia M5,142.5,5.04,1,16.0,1,1,2600.0,5.0,66.0,145.0,72.0,7.6,5,61,1,21.2,13.0,-99999.0,-99999.0,1,390,128,0,17769.600000000002,4
7281,Xperia C5 Ultra Dual,187.0,6.6,1,16.0,1,1,2930.0,6.0,75.9,164.2,79.6,8.2,3,61,1,13.0,13.0,-99999.0,-99999.0,2,210,128,0,25914.000000000004,8
7282,Xperia C5 Ultra,187.0,6.6,1,16.0,1,1,2930.0,6.0,75.9,164.2,79.6,8.2,3,61,1,13.0,13.0,-99999.0,-99999.0,1,210,128,0,22952.4,6
7284,Xperia Z3+ dual,144.0,5.08,1,32.0,1,1,2930.0,5.2,69.6,146.0,72.0,6.9,1,61,1,20.7,5.1,-99999.0,-99999.0,2,210,128,0,31096.800000000003,4
7285,Xperia Z3+,144.0,5.08,1,32.0,1,1,2930.0,5.2,70.9,146.0,72.0,6.9,1,61,1,20.7,5.1,-99999.0,-99999.0,1,390,128,0,25173.600000000002,4
7286,Xperia C4 Dual,147.0,5.19,1,16.0,1,1,2600.0,5.5,71.7,150.3,77.4,7.9,3,61,1,13.0,5.0,-99999.0,-99999.0,2,410,128,0,19990.800000000003,4
7287,Xperia C4,147.0,5.19,1,16.0,1,1,2600.0,5.5,71.7,150.3,77.4,7.9,3,61,1,13.0,5.0,-99999.0,-99999.0,1,225,128,0,16288.800000000001,4
7288,Xperia M4 Aqua Dual,135.0,4.76,1,8.0,1,1,2400.0,5.0,65.2,145.5,72.6,7.3,1,61,1,13.0,5.0,-99999.0,-99999.0,2,390,128,0,16288.800000000001,6
7289,Xperia M4 Aqua,136.0,4.8,1,8.0,1,1,2400.0,5.0,65.2,145.5,72.6,7.3,1,61,1,13.0,5.0,-99999.0,-99999.0,1,390,128,0,14808.000000000002,6
7291,Xperia Z4 Tablet LTE,393.0,13.86,1,32.0,1,1,6000.0,10.1,69.7,254.0,167.0,6.1,1,61,1,8.1,5.1,-99999.0,-99999.0,1,225,128,0,37020.0,4
7292,Xperia E4g,135.0,4.76,1,8.0,1,1,2300.0,4.7,64.5,133.0,71.0,10.8,3,61,1,5.0,2.0,-99999.0,-99999.0,1,410,128,0,9625.2,6
7293,Xperia E4g Dual,135.0,4.76,1,8.0,1,1,2300.0,4.7,64.5,133.0,71.0,10.8,3,61,1,5.0,2.0,-99999.0,-99999.0,2,390,128,0,11106.000000000002,8
7294,Xperia E4 Dual,144.0,5.08,1,8.0,1,1,2300.0,5.0,67.4,137.0,74.6,10.5,3,61,1,5.0,2.0,-99999.0,-99999.0,2,225,128,0,8884.800000000001,4
7295,Xperia E4,144.0,5.08,1,8.0,1,1,2300.0,5.0,67.4,137.0,74.6,10.5,3,61,1,5.0,2.0,-99999.0,-99999.0,1,210,128,0,8884.800000000001,8
7296,Xperia E3 Dual,143.8,5.08,1,4.0,1,1,2330.0,4.5,58.6,137.1,69.4,8.5,1,61,1,5.0,0.0,-99999.0,-99999.0,2,410,128,0,14067.6,4
7297,Xperia E3,143.8,5.08,1,4.0,1,1,2330.0,4.5,58.6,137.1,69.4,8.5,1,61,1,5.0,0.0,-99999.0,-99999.0,1,210,128,0,12586.800000000001,4
7298,Xperia Z3 Tablet Compact,270.0,9.52,1,16.0,1,1,4500.0,8.0,70.4,213.4,123.6,6.4,1,61,1,8.1,2.2,-99999.0,-99999.0,1,390,128,0,28135.2,8
7299,Xperia Z3 Dual,152.0,5.36,1,16.0,1,1,3100.0,5.2,70.9,146.0,72.0,7.3,1,61,1,20.7,2.2,-99999.0,-99999.0,2,210,128,0,29616.000000000004,8
7300,Xperia Z3v,170.6,6.0,1,32.0,1,1,3200.0,5.2,68.4,148.5,73.4,8.9,1,61,1,20.7,2.2,-99999.0,-99999.0,1,390,128,0,27394.800000000003,8
7301,Xperia Z3,152.0,5.36,1,16.0,1,1,3100.0,5.2,70.9,146.0,72.0,7.3,1,61,1,20.7,2.2,-99999.0,-99999.0,1,225,128,0,22212.000000000004,8
7302,Xperia Z3 Compact,129.0,4.55,1,16.0,1,1,2600.0,4.6,70.6,127.3,64.9,8.6,1,61,1,20.7,2.2,-99999.0,-99999.0,1,210,128,0,22212.000000000004,4
7303,Xperia M2 Aqua,149.0,5.26,1,8.0,1,1,2300.0,4.8,63.0,140.0,72.0,8.6,1,61,1,8.0,0.0,-99999.0,-99999.0,1,210,128,0,14808.000000000002,4
7304,Xperia C3 Dual,149.7,5.29,1,8.0,1,1,2500.0,5.5,67.8,156.2,78.7,7.6,1,61,1,8.0,5.0,-99999.0,-99999.0,2,210,128,0,18510.0,4
7305,Xperia C3,149.7,5.29,1,8.0,1,1,2500.0,5.5,67.8,156.2,78.7,7.6,1,61,1,8.0,5.0,-99999.0,-99999.0,1,390,128,0,14067.6,4
7306,Xperia Z2a,163.0,5.75,1,16.0,1,1,3000.0,5.0,69.9,137.0,72.0,11.0,1,61,1,20.7,0.0,-99999.0,-99999.0,1,225,128,0,18510.0,4
7307,Xperia T3,148.0,5.22,1,8.0,1,1,2500.0,5.3,66.7,150.7,77.0,7.0,1,61,1,8.0,1.1,-99999.0,-99999.0,1,225,128,0,14808.000000000002,6
7310,Xperia M2,148.0,5.22,1,8.0,1,1,2300.0,4.8,63.9,139.7,71.1,8.6,1,61,1,8.0,0.0,-99999.0,-99999.0,1,410,128,0,12586.800000000001,4
7311,Xperia M2 dual,148.0,5.22,1,8.0,1,1,2300.0,4.8,63.9,139.7,71.1,8.6,1,61,1,8.0,0.0,-99999.0,-99999.0,2,210,128,0,13327.2,4
7312,Xperia Z2 Tablet LTE,439.0,15.49,1,16.0,1,1,6000.0,10.1,64.7,266.0,172.0,6.4,1,61,1,8.1,2.2,-99999.0,-99999.0,1,390,128,0,25914.000000000004,6
7313,Xperia Z2 Tablet Wi-Fi,426.0,15.03,1,16.0,1,1,6000.0,10.1,64.7,266.0,172.0,6.4,1,61,1,8.1,2.2,0.0,0.0,1,390,128,0,28135.2,4
7314,Xperia Z2,163.0,5.75,1,16.0,1,1,3200.0,5.2,69.3,146.8,73.3,8.2,1,61,1,20.7,2.2,-99999.0,-99999.0,1,210,128,0,19250.4,4
7315,Xperia E1 dual,122.0,4.3,1,4.0,1,1,1750.0,4.0,61.8,118.0,62.4,12.0,1,61,1,3.15,0.0,-99999.0,-99999.0,2,410,128,1,8884.800000000001,6
7316,Xperia E1,120.0,4.23,1,4.0,1,1,1700.0,4.0,61.8,118.0,62.4,12.0,1,61,1,3.15,0.0,-99999.0,-99999.0,1,410,128,1,10365.6,8
7317,Xperia T2 Ultra dual,171.8,6.03,1,8.0,1,1,3000.0,6.0,71.7,165.2,83.8,7.7,1,61,1,13.0,1.1,-99999.0,-99999.0,2,410,128,0,20731.2,8
7319,Xperia Z1s,162.0,5.71,1,32.0,1,1,3000.0,5.0,64.0,145.7,73.9,8.6,1,61,1,20.7,2.0,-99999.0,-99999.0,1,210,128,0,19250.4,6
7320,Xperia Z1 Compact,137.0,4.83,1,16.0,1,1,2300.0,4.3,61.8,127.0,64.9,9.5,1,61,1,20.7,2.0,-99999.0,-99999.0,1,410,128,0,23692.800000000003,6
7321,Xperia Z1,170.0,6.0,1,16.0,1,1,3000.0,5.0,64.7,144.0,74.0,8.5,1,61,1,20.7,2.0,-99999.0,-99999.0,1,390,128,0,24433.2,8
7322,Xperia Z Ultra,212.0,7.48,1,16.0,1,1,3050.0,6.4,68.3,179.4,92.2,6.5,1,61,1,8.0,2.0,-99999.0,-99999.0,1,390,128,0,20731.2,8
7323,Xperia C,153.0,5.4,1,4.0,1,1,2390.0,5.0,65.6,141.5,74.2,8.9,5,61,1,8.0,0.0,-99999.0,-99999.0,2,390,128,0,16288.800000000001,8
7324,Xperia M,115.0,4.06,1,4.0,1,1,1750.0,4.0,57.3,124.0,62.0,9.3,1,61,1,5.0,0.0,-99999.0,-99999.0,2,410,128,1,9625.2,4
7325,Xperia ZR,138.0,4.87,1,8.0,1,1,2300.0,4.55,64.6,131.3,67.3,10.5,1,61,1,13.1,0.0,-99999.0,-99999.0,1,225,128,1,17029.2,4
7326,Xperia L,137.0,4.83,1,8.0,1,1,1750.0,4.3,60.9,128.7,65.0,9.7,1,61,1,8.0,0.0,-99999.0,-99999.0,1,390,128,1,9625.2,6
7327,Xperia SP,155.0,5.47,1,8.0,1,1,2370.0,4.6,66.6,130.6,67.1,10.0,1,61,1,8.0,0.0,-99999.0,-99999.0,1,210,128,0,13327.2,4
7328,Xperia Tablet Z LTE,495.0,1.09,1,16.0,1,1,6000.0,10.1,64.7,266.0,172.0,6.9,1,61,1,8.1,2.2,-99999.0,-99999.0,1,410,128,0,25914.000000000004,8
7329,Xperia Tablet Z Wi-Fi,495.0,1.09,1,16.0,1,1,6000.0,10.1,64.7,266.0,172.0,6.9,1,61,1,8.1,2.2,0.0,0.0,1,390,128,0,22212.000000000004,6
7330,Xperia Z,146.0,5.15,1,16.0,1,1,2330.0,5.0,69.8,139.0,71.0,7.9,1,61,1,13.1,2.2,-99999.0,-99999.0,1,210,128,0,19990.800000000003,6
7331,Xperia ZL,151.0,5.33,1,16.0,1,1,2370.0,5.0,75.6,131.6,69.3,9.8,1,61,1,13.0,2.0,-99999.0,-99999.0,1,210,128,0,19250.4,4
7332,Xperia E dual,115.7,4.06,1,4.0,1,1,1530.0,3.5,52.0,113.5,61.8,11.0,1,61,1,3.15,0.0,-99999.0,-99999.0,2,390,128,1,7404.000000000001,4
7333,Xperia E,115.7,4.06,1,4.0,1,1,1530.0,3.5,52.0,113.5,61.8,11.0,1,61,1,3.15,0.0,-99999.0,-99999.0,1,410,128,1,5923.200000000001,6
7334,Xperia T LTE,148.0,5.22,1,16.0,1,1,1850.0,4.55,65.5,129.4,67.3,9.4,1,61,1,13.0,1.3,-99999.0,-99999.0,1,225,128,0,25914.000000000004,6
7335,Xperia Tablet S 3G,585.0,1.29,1,16.0,1,1,6000.0,9.4,61.3,239.8,174.4,8.8,6,61,1,8.0,1.0,1.0,1.0,1,210,128,0,19250.4,4
7336,Xperia Tablet S,570.0,1.26,1,16.0,1,1,6000.0,9.4,61.3,239.8,174.4,8.8,6,61,1,8.0,1.0,0.0,0.0,1,390,128,0,14067.6,8
7337,Xperia V,120.0,4.23,1,8.0,1,1,1750.0,4.3,60.8,129.0,65.0,10.7,1,61,1,13.0,0.0,1.0,-99999.0,1,390,128,1,17029.2,6
7338,Xperia J,124.0,4.37,1,4.0,1,1,1750.0,4.0,58.0,124.3,61.2,9.2,1,61,1,5.0,0.0,-99999.0,-99999.0,1,210,128,1,10365.6,4
7339,Xperia TX,127.0,4.48,1,16.0,1,1,1750.0,4.55,63.5,131.0,68.6,8.6,1,61,1,13.0,1.3,-99999.0,-99999.0,1,390,128,1,24433.2,6
7340,Xperia T,139.0,4.9,1,16.0,1,1,1850.0,4.55,65.5,129.4,67.3,9.4,1,61,1,13.0,1.3,-99999.0,-99999.0,1,390,128,0,17029.2,8
7341,Xperia SL,144.0,5.08,1,32.0,1,1,1750.0,4.3,62.2,128.0,64.0,10.6,1,61,1,12.0,1.3,-99999.0,-99999.0,1,390,128,0,17769.600000000002,4
7342,Xperia tipo dual,99.4,3.49,1,2.9,1,1,1500.0,3.2,51.9,103.0,57.0,13.0,1,61,1,3.15,0.0,-99999.0,-99999.0,2,225,128,1,6663.6,4
7343,Xperia tipo,99.4,3.49,1,2.9,1,1,1500.0,3.2,51.9,103.0,57.0,13.0,1,61,1,3.15,0.0,-99999.0,-99999.0,1,410,128,1,5923.200000000001,8
7344,Xperia miro,110.0,3.88,1,4.0,1,1,1500.0,3.5,54.3,113.0,59.4,9.9,1,61,1,5.0,0.0,-99999.0,-99999.0,1,225,128,1,11106.000000000002,4
7345,Xperia go,110.0,3.88,1,8.0,1,1,1305.0,3.5,54.5,111.0,60.3,9.8,3,61,1,5.0,0.0,-99999.0,-99999.0,1,225,128,0,11846.400000000001,8
7346,Xperia acro S,147.0,5.19,1,16.0,1,1,1910.0,4.3,61.3,126.0,66.0,11.9,1,61,1,12.0,1.3,-99999.0,-99999.0,1,410,128,0,17029.2,6
7347,Xperia SX SO-05D,95.0,3.35,1,4.0,1,1,1500.0,3.7,60.8,115.0,54.0,9.4,1,61,1,8.0,0.0,-99999.0,-99999.0,1,225,128,1,16288.800000000001,4
7348,Xperia GX SO-04D,127.0,4.48,1,16.0,1,1,1700.0,4.6,64.5,131.0,69.0,8.6,1,61,1,13.0,1.3,-99999.0,-99999.0,1,390,128,1,21471.600000000002,6
7349,Xperia acro HD SO-03D,149.0,5.26,1,11.0,1,1,1910.0,4.3,61.3,126.0,66.0,11.9,1,61,1,12.0,1.3,-99999.0,-99999.0,1,390,128,1,21471.600000000002,4
7350,Xperia acro HD SOI12,149.0,5.26,1,11.0,1,1,1900.0,4.3,61.3,126.0,66.0,11.9,1,61,1,12.0,1.3,1.0,1.0,1,210,128,1,20731.2,6
7352,Xperia sola,107.0,3.77,1,8.0,1,1,1320.0,3.7,55.1,116.0,59.0,9.9,3,61,1,5.0,0.0,-99999.0,-99999.0,1,410,128,0,8884.800000000001,6
7353,Xperia U,110.0,3.88,1,8.0,1,1,1320.0,3.5,55.8,112.0,54.0,12.0,3,61,1,5.0,0.0,-99999.0,-99999.0,1,210,128,1,10365.6,6
7354,Xperia P,120.0,4.23,1,16.0,1,1,1305.0,4.0,60.8,122.0,59.5,10.5,3,61,1,8.0,0.0,-99999.0,-99999.0,1,390,128,0,15548.400000000001,4
7355,Xperia S,144.0,5.08,1,32.0,1,1,1750.0,4.3,62.2,128.0,64.0,10.6,1,61,1,12.0,1.3,-99999.0,-99999.0,1,210,128,0,17029.2,4
7356,Xperia ion HSPA,144.0,5.08,1,13.2,1,1,1900.0,4.55,63.1,133.0,68.0,10.8,1,61,1,12.0,1.3,-99999.0,-99999.0,1,210,128,0,18510.0,8
7357,Xperia ion LTE,144.0,5.08,1,16.0,1,1,1900.0,4.55,63.1,133.0,68.0,10.8,1,61,1,12.0,1.3,-99999.0,-99999.0,1,210,128,0,15548.400000000001,8
7358,Tablet P,372.0,13.12,1,4.0,1,1,3080.0,5.5,26.4,180.0,158.0,14.0,6,61,1,5.0,0.0,0.0,0.0,1,390,128,0,15548.400000000001,6
7359,Tablet P 3G,372.0,13.12,1,4.0,1,1,3080.0,5.5,26.4,180.0,158.0,14.0,6,61,1,5.0,0.0,0.0,0.0,1,210,128,0,13327.2,4
7381,Xperia Arc S,117.0,4.13,1,1.0,1,1,1500.0,4.2,61.7,125.0,63.0,8.7,1,62,1,8.0,0.0,-99999.0,-99999.0,1,210,128,1,15548.400000000001,8
7382,Xperia neo V,126.0,4.44,1,1.0,1,1,1500.0,3.7,57.1,116.0,57.0,13.0,1,62,1,5.0,0.0,-99999.0,-99999.0,1,410,128,1,11106.000000000002,6
7383,Live with Walkman,115.0,4.06,1,320.0,1,1,1200.0,3.2,50.9,106.0,56.5,14.2,1,62,1,5.0,0.0,-99999.0,-99999.0,1,390,128,1,8884.800000000001,6
7384,Xperia ray,100.0,3.53,1,1.0,1,1,1500.0,3.3,51.0,111.0,53.0,9.4,1,62,1,8.0,0.0,-99999.0,-99999.0,1,390,128,1,12586.800000000001,6
7385,Xperia active,110.8,3.88,1,1.0,1,1,1200.0,3.0,53.0,92.0,55.0,16.5,1,62,1,5.0,0.0,-99999.0,-99999.0,1,410,128,1,12586.800000000001,4
7386,txt,95.0,3.35,0,120.0,1,0,1000.0,2.55,31.7,106.0,60.0,14.5,0,62,0,3.15,0.0,-99999.0,-99999.0,1,225,128,1,4442.400000000001,4
7387,Mix Walkman,88.0,3.1,0,256.0,1,0,1000.0,3.0,50.6,95.8,52.8,14.3,0,62,0,3.15,0.0,-99999.0,-99999.0,1,225,128,1,5182.8,4
7388,txt pro,100.0,3.53,0,100.0,1,0,1000.0,3.0,53.0,93.0,52.0,18.0,0,62,0,3.15,0.0,-99999.0,-99999.0,1,210,128,1,5923.200000000001,4
7389,Xperia mini,99.0,3.49,1,320.0,1,1,1200.0,3.0,58.6,88.0,52.0,16.0,1,62,1,5.0,0.0,-99999.0,-99999.0,1,410,128,1,8884.800000000001,4
7390,Xperia mini pro,136.0,4.8,1,400.0,1,1,1200.0,3.0,55.0,92.0,53.0,18.0,1,62,1,5.0,0.0,-99999.0,-99999.0,1,210,128,1,10365.6,8
7391,WT18i,110.0,3.88,1,150.0,1,1,1200.0,3.2,50.9,106.0,56.5,14.3,0,62,1,3.15,0.0,-99999.0,-99999.0,1,225,128,1,17029.2,4
7392,W8,104.0,3.67,1,128.0,1,1,1200.0,3.0,50.1,99.0,54.0,15.0,1,62,1,3.15,0.0,-99999.0,-99999.0,1,225,128,1,7404.000000000001,8
7393,Xperia PLAY,175.0,6.17,1,400.0,1,1,1500.0,4.0,59.8,119.0,62.0,16.0,1,62,1,5.0,0.0,-99999.0,-99999.0,1,225,128,1,10365.6,6
7394,Xperia pro,142.0,5.01,1,1.0,1,1,1500.0,3.7,55.2,120.0,57.0,13.5,1,62,1,8.0,0.0,-99999.0,-99999.0,1,210,128,1,14067.6,4
7395,Xperia Neo,126.0,4.44,1,320.0,1,1,1500.0,3.7,57.1,116.0,57.0,13.0,1,62,1,8.0,0.0,1.0,1.0,1,210,128,1,8144.400000000001,4
7396,Xperia Arc,117.0,4.13,1,320.0,1,1,1500.0,4.2,61.7,125.0,63.0,8.7,1,62,1,8.0,0.0,-99999.0,-99999.0,1,410,128,1,13327.2,6
7397,Xperia PLAY CDMA,175.0,6.17,1,400.0,1,1,1500.0,4.0,59.8,119.0,62.0,16.0,1,62,1,5.0,0.0,0.0,0.0,1,210,128,1,5182.8,6
7399,Xperia X8,104.0,3.67,1,128.0,1,1,1200.0,3.0,50.1,99.0,54.0,15.0,1,62,1,3.15,0.0,-99999.0,-99999.0,1,210,128,1,7404.000000000001,6
7400,Cedar,84.0,2.96,0,280.0,1,0,1000.0,2.2,27.6,111.0,49.0,15.5,0,62,0,2.0,0.0,-99999.0,-99999.0,1,410,128,1,3702.0000000000005,8
7401,Yendo,81.0,2.86,0,5.0,1,0,970.0,2.6,43.1,93.5,52.0,15.5,0,62,0,2.0,0.0,-99999.0,-99999.0,1,390,128,1,5182.8,8
7402,BRAVIA S004,145.0,5.11,0,800.0,0,0,930.0,3.2,49.8,111.0,51.0,18.0,1,62,0,8.0,0.0,-99999.0,-99999.0,1,210,128,1,15548.400000000001,4
7403,S003,154.0,5.43,0,350.0,0,1,870.0,3.2,46.0,118.0,52.0,17.6,1,62,1,12.0,0.0,-99999.0,-99999.0,1,410,128,1,11846.400000000001,4
7406,Xperia X10 mini pro,120.0,4.23,1,128.0,1,1,930.0,2.55,43.0,90.0,52.0,17.0,1,62,1,5.0,0.0,-99999.0,-99999.0,1,390,128,1,5182.8,8
7407,Xperia X10 mini,88.0,3.1,1,128.0,1,1,950.0,2.55,48.5,83.0,50.0,16.0,1,62,1,5.0,0.0,-99999.0,-99999.0,1,225,128,1,5182.8,6
7408,Vivaz pro,117.0,4.13,10,75.0,1,1,1200.0,3.2,49.8,109.0,52.0,15.0,0,62,1,5.0,0.0,-99999.0,-99999.0,1,390,128,1,11106.000000000002,6
7409,Aspen,130.0,4.59,2,256.0,1,1,1500.0,2.4,25.4,117.0,60.0,12.5,1,62,1,3.15,0.0,-99999.0,-99999.0,1,210,128,1,5182.8,6
7410,Vivaz,97.0,3.42,10,75.0,1,1,1200.0,3.2,51.0,107.0,51.7,12.5,0,62,1,8.0,0.0,-99999.0,-99999.0,1,390,128,1,5923.200000000001,8
7411,Hazel,120.0,4.23,0,280.0,0,1,1000.0,2.6,41.5,102.0,49.5,16.0,0,62,1,5.0,0.0,-99999.0,-99999.0,1,410,128,1,8144.400000000001,4
7412,Elm,90.0,3.17,0,280.0,0,1,1000.0,2.2,30.3,110.0,45.0,14.0,0,62,1,5.0,0.0,-99999.0,-99999.0,1,410,128,1,7404.000000000001,8
7414,Xperia X10,135.0,4.76,1,1.0,1,1,1500.0,4.0,58.8,119.0,63.0,13.0,1,62,1,8.0,0.0,-99999.0,-99999.0,1,390,128,1,8884.800000000001,8
7415,Xperia X2,155.0,5.47,2,110.0,1,1,1500.0,3.2,49.1,110.0,54.0,16.0,1,62,1,8.0,0.0,-99999.0,-99999.0,1,390,128,1,10365.6,8
7418,T715,96.0,3.39,0,90.0,0,0,950.0,2.2,34.1,91.5,48.0,14.9,0,62,0,3.15,0.0,-99999.0,-99999.0,1,225,128,1,9625.2,4
7419,C901 GreenHeart,107.0,3.77,0,120.0,0,0,950.0,2.2,31.7,105.0,45.0,13.0,0,62,0,5.0,0.0,-99999.0,-99999.0,1,390,128,1,8884.800000000001,8
7420,J105 Naite,84.0,2.96,0,100.0,0,0,950.0,2.2,29.5,108.0,47.0,12.6,0,62,0,2.0,0.0,-99999.0,-99999.0,1,225,128,1,5923.200000000001,4
7421,Satio (Idou),126.0,4.44,10,128.0,0,1,1000.0,3.5,54.8,112.0,55.0,13.0,5,62,1,12.0,0.0,-99999.0,-99999.0,1,410,128,1,13327.2,6
7422,Aino,134.0,4.73,0,55.0,0,1,1000.0,3.0,47.4,104.0,50.0,15.5,0,62,1,8.1,0.0,-99999.0,-99999.0,1,410,128,1,8884.800000000001,4
7423,Yari,115.0,4.06,0,60.0,0,1,1000.0,2.4,37.2,100.0,48.0,15.7,0,62,1,5.0,0.0,-99999.0,-99999.0,1,410,128,1,8884.800000000001,6
7424,S312,80.1,2.82,0,15.0,0,0,930.0,2.0,27.4,100.0,46.0,12.5,0,62,0,2.0,0.0,-99999.0,-99999.0,1,225,128,1,5923.200000000001,4
7427,W995,113.0,3.99,0,118.0,1,1,930.0,2.6,44.0,97.0,49.0,15.0,0,62,1,8.1,0.0,-99999.0,-99999.0,1,225,128,1,7404.000000000001,8
7428,C903,96.0,3.39,0,105.0,0,1,1000.0,2.4,37.5,97.0,49.0,16.0,0,62,1,5.0,0.0,-99999.0,-99999.0,1,390,128,1,8144.400000000001,8
7429,C901,107.0,3.77,0,110.0,0,0,950.0,2.2,31.7,105.0,45.0,13.0,0,62,0,5.0,0.0,-99999.0,-99999.0,1,210,128,1,8144.400000000001,8
7430,W395,96.0,3.39,0,10.0,0,0,950.0,2.0,27.9,96.0,47.0,14.9,0,62,0,2.0,0.0,-99999.0,-99999.0,1,210,128,1,5923.200000000001,4
7431,C510,92.0,3.25,0,100.0,0,0,930.0,2.2,29.8,107.0,47.0,12.5,0,62,0,3.15,0.0,-99999.0,-99999.0,1,210,128,1,8144.400000000001,4
7432,W508,98.0,3.46,0,100.0,0,0,930.0,2.2,32.1,93.5,50.0,14.0,0,62,0,3.15,0.0,-99999.0,-99999.0,1,210,128,1,7404.000000000001,4
7433,W715,98.0,3.46,0,120.0,0,1,1000.0,2.4,39.5,95.0,47.5,14.3,0,62,1,3.15,0.0,-99999.0,-99999.0,1,390,128,1,8884.800000000001,4
7434,W705,98.0,3.46,0,120.0,0,0,950.0,2.4,39.5,95.0,47.5,14.3,0,62,0,3.15,0.0,-99999.0,-99999.0,1,210,128,1,11846.400000000001,6
7435,G705,98.0,3.46,0,120.0,0,1,950.0,2.4,39.9,95.0,47.0,14.3,0,62,1,3.15,0.0,-99999.0,-99999.0,1,225,128,1,11106.000000000002,6
7436,TM506,96.0,3.39,0,35.0,0,1,950.0,2.0,27.2,95.0,48.0,17.0,0,62,1,2.0,0.0,-99999.0,-99999.0,1,210,128,1,5923.200000000001,6
7437,T700,78.0,2.75,0,25.0,0,0,950.0,2.0,24.8,104.0,48.0,10.0,0,62,0,3.15,0.0,-99999.0,-99999.0,1,225,128,1,9625.2,4
7438,W902,99.8,3.49,0,25.0,0,0,930.0,2.2,27.8,110.0,49.0,11.7,0,62,0,5.0,0.0,-99999.0,-99999.0,1,210,128,1,13327.2,8
7439,W595,104.0,3.67,0,40.0,0,0,950.0,2.2,31.9,100.0,47.0,14.0,0,62,0,3.15,0.0,-99999.0,-99999.0,1,225,128,1,8884.800000000001,8
7440,W595s,105.0,3.7,0,40.0,0,0,950.0,2.2,31.9,100.0,47.0,14.0,0,62,0,3.15,0.0,-99999.0,-99999.0,1,390,128,1,11106.000000000002,4
7441,W302,78.0,2.75,0,20.0,0,0,950.0,2.0,27.4,100.0,46.0,10.5,0,62,0,2.0,0.0,-99999.0,-99999.0,1,410,128,1,5923.200000000001,8
7442,C905,136.0,4.8,0,160.0,0,1,930.0,2.4,35.0,104.0,49.0,18.0,0,62,1,8.0,0.0,-99999.0,-99999.0,1,225,128,1,13327.2,8
7443,S302,79.0,2.79,0,20.0,0,0,950.0,2.0,27.1,101.0,46.0,12.0,0,62,0,2.0,0.0,1.0,1.0,1,410,128,1,5182.8,6
7444,F305,97.5,3.46,0,10.0,0,0,950.0,2.0,27.9,96.0,47.0,14.6,0,62,0,2.0,0.0,1.0,1.0,1,225,128,1,5182.8,8
7446,K330,75.0,2.65,0,10.0,0,0,770.0,1.7,20.2,100.0,45.0,12.0,0,62,0,0.0,0.0,-99999.0,0.0,1,410,128,1,3702.0000000000005,8
7447,G502,83.5,2.93,0,32.0,0,0,950.0,2.0,26.1,103.0,46.0,13.5,0,62,0,2.0,0.0,-99999.0,-99999.0,1,410,128,1,6663.6,4
7448,Z780,100.0,3.53,0,35.0,0,1,950.0,2.2,33.2,92.0,49.0,16.0,0,62,1,2.0,0.0,-99999.0,-99999.0,1,225,128,1,6663.6,6
7449,T303,93.0,3.28,0,8.0,0,0,930.0,1.8,26.1,83.0,47.0,14.7,0,62,0,1.3,0.0,-99999.0,0.0,1,390,128,1,4442.400000000001,8
7450,Xperia X1,145.0,5.11,2,512.0,1,1,1500.0,3.0,44.1,110.5,52.6,17.0,0,62,1,3.15,0.0,-99999.0,1.0,1,225,128,1,16288.800000000001,6
7451,G900,99.0,3.49,10,160.0,0,0,950.0,2.4,34.3,106.0,49.0,13.0,0,62,0,5.0,0.0,-99999.0,0.0,1,390,128,1,11106.000000000002,6
7452,G700,99.0,3.49,10,160.0,0,0,950.0,2.4,34.3,106.0,49.0,13.0,0,62,0,3.15,0.0,-99999.0,0.0,1,390,128,1,5923.200000000001,4
7454,W980,100.0,3.53,0,8.0,0,0,930.0,2.2,35.4,92.0,46.0,16.9,0,62,0,3.15,0.0,-99999.0,-99999.0,1,410,128,1,11106.000000000002,8
7455,C902,107.0,3.77,0,160.0,0,0,930.0,2.0,23.4,108.0,49.0,10.5,0,62,0,5.0,0.0,-99999.0,-99999.0,1,210,128,1,9625.2,6
7456,C702,105.0,3.7,0,160.0,0,1,950.0,2.2,29.5,106.0,48.0,15.5,0,62,1,3.15,0.0,-99999.0,-99999.0,1,390,128,1,9625.2,8
7457,Z770,91.0,3.21,0,32.0,0,0,930.0,2.2,33.6,93.0,48.0,16.0,0,62,0,2.0,0.0,-99999.0,-99999.0,1,390,128,1,8144.400000000001,8
7458,T280,82.0,2.89,0,10.0,0,0,780.0,1.7,20.2,100.0,45.0,13.0,0,62,0,1.3,0.0,-99999.0,0.0,1,210,128,1,4442.400000000001,6
7460,R306 Radio,93.0,3.28,0,5.0,0,0,930.0,1.9,26.4,90.0,47.9,15.8,0,62,0,1.3,0.0,-99999.0,0.0,1,225,128,1,4442.400000000001,6
7462,W760,103.0,3.63,0,40.0,0,1,930.0,2.2,30.3,103.0,48.0,15.0,0,62,1,3.15,0.0,-99999.0,-99999.0,1,225,128,1,7404.000000000001,6
